Стоимость тарифа,Дата создания,Глубина бронирования,Дата заезда
37,2018-01-30,22,2018-02-19
37,2018-01-30,23,2018-02-20
37,2018-01-30,20,2018-02-16
37,2018-01-30,23,2018-02-17
37,2018-01-30,22,2018-02-18
37,2018-01-30,24,2018-02-19
37,2018-01-30,23,2018-02-20
37,2018-01-30,17,2018-02-16
37,2018-01-30,23,2018-02-17
37,2018-01-30,23,2018-02-18
37,2018-01-30,25,2018-02-19
37,2018-01-30,26,2018-02-20
37,2018-01-30,22,2018-02-16
37,2018-01-30,23,2018-02-17
37,2018-01-30,19,2018-02-18
37,2018-01-30,20,2018-02-19
37,2018-01-30,24,2018-02-20
18,2018-01-30,13,2018-02-09
18,2018-01-30,14,2018-02-10
18,2018-01-30,16,2018-02-11
15,2018-02-01,4,2018-02-04
15,2018-02-01,3,2018-02-04
25,2018-02-01,17,2018-02-15
25,2018-02-01,19,2018-02-16
21,2018-02-01,31,2018-03-01
21,2018-02-01,33,2018-03-02
21,2018-02-01,32,2018-03-03
21,2018-02-01,34,2018-03-04
21,2018-02-01,28,2018-03-01
21,2018-02-01,32,2018-03-02
21,2018-02-01,34,2018-03-03
21,2018-02-01,36,2018-03-04
28,2018-02-01,25,2018-02-23
28,2018-02-01,25,2018-02-24
28,2018-02-01,27,2018-02-23
28,2018-02-01,25,2018-02-24
16,2018-02-01,6,2018-02-05
16,2018-02-01,5,2018-02-06
16,2018-02-01,6,2018-02-07
16,2018-02-01,8,2018-02-05
16,2018-02-01,9,2018-02-06
16,2018-02-01,9,2018-02-07
17,2018-02-02,15,2018-02-12
33,2018-02-03,17,2018-02-15
33,2018-02-03,15,2018-02-16
33,2018-02-03,16,2018-02-17
33,2018-02-03,20,2018-02-18
33,2018-02-03,18,2018-02-19
33,2018-02-03,21,2018-02-20
33,2018-02-03,20,2018-02-21
25,2018-01-24,20,2018-02-12
25,2018-01-24,25,2018-02-13
25,2018-01-24,25,2018-02-14
25,2018-01-24,25,2018-02-15
25,2018-01-24,25,2018-02-16
25,2018-01-24,27,2018-02-17
25,2018-01-24,25,2018-02-18
14,2018-01-25,12,2018-02-01
14,2018-01-25,11,2018-02-02
14,2018-01-25,9,2018-02-03
14,2018-01-25,11,2018-02-04
14,2018-01-26,9,2018-02-02
14,2018-01-26,12,2018-02-03
14,2018-01-26,10,2018-02-04
14,2018-01-26,7,2018-02-02
14,2018-01-26,11,2018-02-03
14,2018-01-26,12,2018-02-04
25,2018-01-26,28,2018-02-23
25,2018-01-26,29,2018-02-24
28,2018-01-26,31,2018-02-23
28,2018-01-26,31,2018-02-24
24,2018-01-27,6,2018-02-01
24,2018-01-27,8,2018-02-02
24,2018-01-27,9,2018-02-03
1,2018-01-27,8,2018-02-03
16,2018-01-27,28,2018-02-23
16,2018-01-27,28,2018-02-24
16,2018-01-27,33,2018-02-25
16,2018-01-27,35,2018-02-26
24,2018-01-27,7,2018-01-30
24,2018-01-27,7,2018-01-31
24,2018-01-27,5,2018-02-01
24,2018-01-27,9,2018-02-02
24,2018-01-27,7,2018-02-03
16,2018-01-28,29,2018-02-23
16,2018-01-28,28,2018-02-24
16,2018-01-28,28,2018-02-25
28,2018-01-29,28,2018-02-23
28,2018-01-29,29,2018-02-24
20,2018-01-29,2,2018-01-30
20,2018-01-29,3,2018-01-31
20,2018-01-29,3,2018-02-01
15,2018-01-30,6,2018-02-03
15,2018-01-30,10,2018-02-04
14,2018-01-18,27,2018-02-11
14,2018-01-18,30,2018-02-12
15,2018-01-18,28,2018-02-11
15,2018-01-18,28,2018-02-12
21,2018-01-18,32,2018-02-15
21,2018-01-18,32,2018-02-16
21,2018-01-18,32,2018-02-17
18,2018-01-18,26,2018-02-08
18,2018-01-18,25,2018-02-09
18,2018-01-18,24,2018-02-10
18,2018-01-19,20,2018-02-08
18,2018-01-19,23,2018-02-09
21,2018-01-19,14,2018-01-31
21,2018-01-19,16,2018-02-01
21,2018-01-19,17,2018-02-02
21,2018-01-19,15,2018-02-03
21,2018-01-19,16,2018-02-01
21,2018-01-19,16,2018-02-02
21,2018-01-19,18,2018-02-03
13,2018-01-20,12,2018-01-31
12,2018-01-20,5,2018-01-20
12,2018-01-21,18,2018-02-03
12,2018-01-21,15,2018-02-04
20,2018-01-22,20,2018-02-07
20,2018-01-22,21,2018-02-08
20,2018-01-22,20,2018-02-07
20,2018-01-22,20,2018-02-08
19,2018-01-22,17,2018-02-08
19,2018-01-22,18,2018-02-09
19,2018-01-22,21,2018-02-10
12,2018-01-23,5,2018-01-24
12,2018-01-23,5,2018-01-25
12,2018-01-23,8,2018-01-26
12,2018-01-23,9,2018-01-27
12,2018-01-23,10,2018-01-28
14,2018-01-23,35,2018-02-22
14,2018-01-23,35,2018-02-23
14,2018-01-23,34,2018-02-24
14,2018-01-23,37,2018-02-25
25,2018-01-23,16,2018-02-08
25,2018-01-23,21,2018-02-09
25,2018-01-23,20,2018-02-10
16,2018-01-24,30,2018-02-22
16,2018-01-24,34,2018-02-23
16,2018-01-24,36,2018-02-24
16,2018-01-24,34,2018-02-25
16,2018-01-24,33,2018-02-22
16,2018-01-24,30,2018-02-23
16,2018-01-24,36,2018-02-24
16,2018-01-24,33,2018-02-25
25,2018-01-24,17,2018-02-08
25,2018-01-24,17,2018-02-09
25,2018-01-24,21,2018-02-10
11,2018-01-11,11,2018-01-19
11,2018-01-11,14,2018-01-20
11,2018-01-11,12,2018-01-21
17,2018-01-12,29,2018-02-10
17,2018-01-12,34,2018-02-11
17,2018-01-12,35,2018-02-12
17,2018-01-12,34,2018-02-13
18,2018-01-15,26,2018-02-09
18,2018-01-15,31,2018-02-10
18,2018-01-15,28,2018-02-11
18,2018-01-15,33,2018-02-12
18,2018-01-15,32,2018-02-13
18,2018-01-15,31,2018-02-14
18,2018-01-15,36,2018-02-15
18,2018-01-15,34,2018-02-16
18,2018-01-15,34,2018-02-17
20,2018-01-16,34,2018-02-15
20,2018-01-16,33,2018-02-16
20,2018-01-16,32,2018-02-17
20,2018-01-16,38,2018-02-18
20,2018-01-16,36,2018-02-19
19,2018-01-16,10,2018-01-26
19,2018-01-16,15,2018-01-27
16,2018-01-16,15,2018-01-26
16,2018-01-16,15,2018-01-27
20,2018-01-16,9,2018-01-24
20,2018-01-16,12,2018-01-25
20,2018-01-16,14,2018-01-26
19,2018-01-17,25,2018-02-08
19,2018-01-17,28,2018-02-09
19,2018-01-17,25,2018-02-10
12,2018-01-17,5,2018-01-21
12,2018-01-17,10,2018-01-22
12,2018-01-17,9,2018-01-21
12,2018-01-17,8,2018-01-22
11,2018-01-17,14,2018-01-28
11,2018-01-17,16,2018-01-29
11,2018-01-17,15,2018-01-30
11,2018-01-17,14,2018-01-28
11,2018-01-17,13,2018-01-29
11,2018-01-17,17,2018-01-30
19,2018-01-18,21,2018-02-08
19,2018-01-18,26,2018-02-09
19,2018-01-18,28,2018-02-10
19,2018-01-18,31,2018-02-16
19,2018-01-18,30,2018-02-17
19,2018-01-18,35,2018-02-18
15,2018-01-05,10,2018-01-15
15,2018-01-05,13,2018-01-16
15,2018-01-05,14,2018-01-17
15,2018-01-05,15,2018-01-18
14,2018-01-06,20,2018-01-26
14,2018-01-06,24,2018-01-27
14,2018-01-06,27,2018-01-28
14,2018-01-06,27,2018-01-30
15,2018-01-06,16,2018-01-18
15,2018-01-06,17,2018-01-19
15,2018-01-06,18,2018-01-20
14,2018-01-07,4,2018-01-10
14,2018-01-07,4,2018-01-11
12,2018-01-07,19,2018-01-23
12,2018-01-07,17,2018-01-24
12,2018-01-08,7,2018-01-12
12,2018-01-08,9,2018-01-13
13,2018-01-08,11,2018-01-15
13,2018-01-08,13,2018-01-16
13,2018-01-08,11,2018-01-17
13,2018-01-08,10,2018-01-18
15,2018-01-08,30,2018-02-04
15,2018-01-08,32,2018-02-05
15,2018-01-08,32,2018-02-06
15,2018-01-08,31,2018-02-07
15,2018-01-08,34,2018-02-08
15,2018-01-08,37,2018-02-09
15,2018-01-08,32,2018-02-04
15,2018-01-08,29,2018-02-05
15,2018-01-08,32,2018-02-06
15,2018-01-08,30,2018-02-07
15,2018-01-08,34,2018-02-08
15,2018-01-08,33,2018-02-09
19,2018-01-08,22,2018-01-26
19,2018-01-08,19,2018-01-27
17,2018-01-09,21,2018-01-26
17,2018-01-09,20,2018-01-27
11,2018-01-09,8,2018-01-13
13,2018-01-09,15,2018-01-19
13,2018-01-09,15,2018-01-20
15,2018-01-09,26,2018-02-04
15,2018-01-09,27,2018-02-05
15,2018-01-09,30,2018-02-06
15,2018-01-09,30,2018-02-07
15,2018-01-09,32,2018-02-08
15,2018-01-09,34,2018-02-09
15,2018-01-10,14,2018-01-20
15,2018-01-10,9,2018-01-19
15,2018-01-10,15,2018-01-20
14,2018-01-10,29,2018-02-05
14,2018-01-10,30,2018-02-06
14,2018-01-10,32,2018-02-07
14,2018-01-10,33,2018-02-08
14,2018-01-10,30,2018-02-09
13,2018-01-10,12,2018-01-19
13,2018-01-10,15,2018-01-20
15,2018-01-11,32,2018-02-08
15,2018-01-11,34,2018-02-09
15,2018-01-11,33,2018-02-10
15,2018-01-11,33,2018-02-08
15,2018-01-11,29,2018-02-09
15,2018-01-11,35,2018-02-10
13,2017-12-27,11,2018-01-07
13,2017-12-27,13,2018-01-08
13,2017-12-27,13,2018-01-09
13,2017-12-27,19,2018-01-10
11,2017-12-28,22,2018-01-15
11,2017-12-28,20,2018-01-16
11,2017-12-28,25,2018-01-17
15,2017-12-29,23,2018-01-18
15,2017-12-29,23,2018-01-19
15,2017-12-29,27,2018-01-20
15,2017-12-29,27,2018-01-21
15,2017-12-29,26,2018-01-22
15,2017-12-29,27,2018-01-23
15,2017-12-29,23,2018-01-18
15,2017-12-29,26,2018-01-19
15,2017-12-29,26,2018-01-20
19,2017-12-30,28,2018-01-27
32,2017-12-31,3,2017-12-31
32,2017-12-31,6,2018-01-01
14,2018-01-01,9,2018-01-07
14,2018-01-01,7,2018-01-08
14,2018-01-01,8,2018-01-09
14,2018-01-01,12,2018-01-10
14,2018-01-01,15,2018-01-11
26,2018-01-01,6,2018-01-04
26,2018-01-01,7,2018-01-05
26,2018-01-01,10,2018-01-06
30,2018-01-01,3,2018-01-01
32,2018-01-01,5,2018-01-01
19,2018-01-02,29,2018-01-26
19,2018-01-02,29,2018-01-27
11,2018-01-02,13,2018-01-11
11,2018-01-02,11,2018-01-12
11,2018-01-02,14,2018-01-13
11,2018-01-02,13,2018-01-14
11,2018-01-03,31,2018-01-29
11,2018-01-03,30,2018-01-30
11,2018-01-03,33,2018-01-31
14,2018-01-04,18,2018-01-22
14,2018-01-04,21,2018-01-23
12,2018-01-04,19,2018-01-21
12,2018-01-04,22,2018-01-22
12,2018-01-04,19,2018-01-23
14,2018-01-04,17,2018-01-21
14,2018-01-04,18,2018-01-22
14,2018-01-04,22,2018-01-23
12,2018-01-04,10,2018-01-12
12,2018-01-04,11,2018-01-13
12,2018-01-04,11,2018-01-14
43,2017-12-18,17,2017-12-30
43,2017-12-18,14,2017-12-31
43,2017-12-18,15,2018-01-01
43,2017-12-18,18,2018-01-02
43,2017-12-18,16,2018-01-03
43,2017-12-18,12,2017-12-30
43,2017-12-18,15,2017-12-31
43,2017-12-18,17,2018-01-01
43,2017-12-18,18,2018-01-02
43,2017-12-18,20,2018-01-03
43,2017-12-18,14,2017-12-30
43,2017-12-18,16,2017-12-31
43,2017-12-18,14,2018-01-01
43,2017-12-18,19,2018-01-02
43,2017-12-18,17,2018-01-03
43,2017-12-18,13,2017-12-30
43,2017-12-18,16,2017-12-31
43,2017-12-18,16,2018-01-01
43,2017-12-18,18,2018-01-02
43,2017-12-18,21,2018-01-03
32,2017-12-18,12,2017-12-28
32,2017-12-18,15,2017-12-29
32,2017-12-18,13,2017-12-30
32,2017-12-18,15,2017-12-31
32,2017-12-18,16,2018-01-01
6,2017-12-18,4,2017-12-19
15,2017-12-19,33,2018-01-18
15,2017-12-19,33,2018-01-19
15,2017-12-19,36,2018-01-20
15,2017-12-19,35,2018-01-18
15,2017-12-19,36,2018-01-19
15,2017-12-19,36,2018-01-20
11,2017-12-19,4,2017-12-23
11,2017-12-19,9,2017-12-24
12,2017-12-21,6,2017-12-27
12,2017-12-21,8,2017-12-28
12,2017-12-21,8,2017-12-29
12,2017-12-21,6,2017-12-27
12,2017-12-21,10,2017-12-28
12,2017-12-21,9,2017-12-29
15,2017-12-21,31,2018-01-18
15,2017-12-21,30,2018-01-19
15,2017-12-21,35,2018-01-20
15,2017-12-21,32,2018-01-18
15,2017-12-21,31,2018-01-19
15,2017-12-21,32,2018-01-20
11,2017-12-22,5,2017-12-25
11,2017-12-22,5,2017-12-26
15,2017-12-22,27,2018-01-18
15,2017-12-22,33,2018-01-19
15,2017-12-22,30,2018-01-20
17,2017-12-23,33,2018-01-22
17,2017-12-23,34,2018-01-23
17,2017-12-23,32,2018-01-24
17,2017-12-23,35,2018-01-25
17,2017-12-23,37,2018-01-26
17,2017-12-23,40,2018-01-27
15,2017-12-23,28,2018-01-19
15,2017-12-23,29,2018-01-20
14,2017-12-24,24,2018-01-15
14,2017-12-24,25,2018-01-16
14,2017-12-24,29,2018-01-17
14,2017-12-24,25,2018-01-18
14,2017-12-24,26,2018-01-19
14,2017-12-07,21,2017-12-28
14,2017-12-07,27,2017-12-29
6,2017-12-12,12,2017-12-19
6,2017-12-12,12,2017-12-20
14,2017-12-12,29,2018-01-08
14,2017-12-12,31,2018-01-09
14,2017-12-12,33,2018-01-10
6,2017-12-12,10,2017-12-18
6,2017-12-12,9,2017-12-19
6,2017-12-12,9,2017-12-20
6,2017-12-12,7,2017-12-18
6,2017-12-12,11,2017-12-19
6,2017-12-12,9,2017-12-20
8,2017-12-14,6,2017-12-17
15,2017-12-15,31,2018-01-14
15,2017-12-15,35,2018-01-15
15,2017-12-15,36,2018-01-16
15,2017-12-15,35,2018-01-17
15,2017-12-15,39,2018-01-18
15,2017-12-15,40,2018-01-19
15,2017-12-15,38,2018-01-20
15,2017-12-15,41,2018-01-21
15,2017-12-15,42,2018-01-22
15,2017-12-15,43,2018-01-23
15,2017-12-15,45,2018-01-24
22,2017-12-16,16,2018-01-01
22,2017-12-16,21,2018-01-02
22,2017-12-16,22,2018-01-03
22,2017-12-16,20,2018-01-04
22,2017-12-16,21,2018-01-05
22,2017-12-16,24,2018-01-06
22,2017-12-16,22,2018-01-07
20,2017-12-16,20,2018-01-02
20,2017-12-16,22,2018-01-03
20,2017-12-16,19,2018-01-04
20,2017-12-16,24,2018-01-05
20,2017-12-16,22,2018-01-06
20,2017-12-16,22,2018-01-07
12,2017-11-29,25,2017-12-24
12,2017-11-29,29,2017-12-25
3,2017-11-29,4,2017-12-02
4,2017-11-30,6,2017-12-03
4,2017-11-30,4,2017-12-03
4,2017-12-01,3,2017-12-01
4,2017-12-01,12,2017-12-11
4,2017-12-01,11,2017-12-12
4,2017-12-01,13,2017-12-13
4,2017-12-01,14,2017-12-14
4,2017-12-01,13,2017-12-11
4,2017-12-01,16,2017-12-12
4,2017-12-01,13,2017-12-13
4,2017-12-01,17,2017-12-14
4,2017-12-02,5,2017-12-02
4,2017-12-02,3,2017-12-03
4,2017-11-24,3,2017-11-25
17,2017-11-27,27,2017-12-23
3,2017-11-27,6,2017-11-30
40,2017-11-27,33,2017-12-27
40,2017-11-27,34,2017-12-28
40,2017-11-27,33,2017-12-29
40,2017-11-27,33,2017-12-30
40,2017-11-27,39,2017-12-31
40,2017-11-27,38,2018-01-01
40,2017-11-27,41,2018-01-02
5,2017-11-27,5,2017-12-01
5,2017-11-27,10,2017-12-02
4,2017-11-28,18,2017-12-11
4,2017-11-28,16,2017-12-12
4,2017-11-28,16,2017-12-13
4,2017-11-28,21,2017-12-14
4,2017-11-16,16,2017-11-27
4,2017-11-16,17,2017-11-28
4,2017-11-16,14,2017-11-29
4,2017-11-16,17,2017-11-30
4,2017-11-16,16,2017-12-01
4,2017-11-17,0,2017-11-17
4,2017-11-17,2,2017-11-18
5,2017-11-17,31,2017-12-17
5,2017-11-17,33,2017-12-18
5,2017-11-17,33,2017-12-19
5,2017-11-17,33,2017-12-20
6,2017-11-17,31,2017-12-17
6,2017-11-17,36,2017-12-18
6,2017-11-17,35,2017-12-19
6,2017-11-17,38,2017-12-20
6,2017-11-18,29,2017-12-17
6,2017-11-18,33,2017-12-18
6,2017-11-18,36,2017-12-19
5,2017-11-19,12,2017-11-29
5,2017-11-19,16,2017-11-30
5,2017-11-19,14,2017-12-01
5,2017-11-19,17,2017-12-02
5,2017-11-19,18,2017-12-03
5,2017-11-19,20,2017-12-04
4,2017-11-19,17,2017-12-01
4,2017-11-19,16,2017-12-02
5,2017-11-20,20,2017-12-10
5,2017-11-20,24,2017-12-11
5,2017-11-20,27,2017-12-12
5,2017-11-21,20,2017-12-11
5,2017-11-21,25,2017-12-12
5,2017-11-21,24,2017-12-13
5,2017-11-21,24,2017-12-14
5,2017-11-22,1,2017-11-22
4,2017-11-22,5,2017-11-22
4,2017-11-22,3,2017-11-23
4,2017-11-22,0,2017-11-22
4,2017-11-22,4,2017-11-23
5,2017-11-08,26,2017-12-01
5,2017-11-08,27,2017-12-02
5,2017-11-08,30,2017-12-03
5,2017-11-08,30,2017-12-04
5,2017-11-08,31,2017-12-05
5,2017-11-08,30,2017-12-06
5,2017-11-08,30,2017-12-07
5,2017-11-08,30,2017-12-08
6,2017-11-08,29,2017-12-02
6,2017-11-08,30,2017-12-03
6,2017-11-08,26,2017-12-04
6,2017-11-08,31,2017-12-05
6,2017-11-08,29,2017-12-06
6,2017-11-08,32,2017-12-07
6,2017-11-08,34,2017-12-08
6,2017-11-08,23,2017-12-01
6,2017-11-08,27,2017-12-02
6,2017-11-08,25,2017-12-03
6,2017-11-08,27,2017-12-04
6,2017-11-08,27,2017-12-05
6,2017-11-08,29,2017-12-06
6,2017-11-08,33,2017-12-07
6,2017-11-08,33,2017-12-08
4,2017-11-09,25,2017-12-02
4,2017-11-09,27,2017-12-03
5,2017-11-11,10,2017-11-18
5,2017-11-12,16,2017-11-23
5,2017-11-13,22,2017-12-01
5,2017-11-13,24,2017-12-02
5,2017-11-13,21,2017-12-03
4,2017-11-14,11,2017-11-23
4,2017-11-14,12,2017-11-24
4,2017-11-14,16,2017-11-25
4,2017-11-14,15,2017-11-26
5,2017-11-15,17,2017-12-01
5,2017-11-15,22,2017-12-02
5,2017-11-15,13,2017-11-28
5,2017-11-15,18,2017-11-29
4,2017-11-16,15,2017-11-30
4,2017-11-16,18,2017-12-01
4,2017-11-16,19,2017-11-30
4,2017-11-16,20,2017-12-01
4,2017-11-16,16,2017-11-30
4,2017-11-16,16,2017-12-01
5,2017-10-31,27,2017-11-27
5,2017-10-31,29,2017-11-28
5,2017-10-31,31,2017-11-29
5,2017-10-31,32,2017-11-30
5,2017-10-31,32,2017-12-01
5,2017-10-31,32,2017-12-02
5,2017-10-31,35,2017-12-03
5,2017-11-01,6,2017-11-05
5,2017-11-01,6,2017-11-05
5,2017-11-01,6,2017-11-03
5,2017-11-01,33,2017-12-01
5,2017-11-01,32,2017-12-02
5,2017-11-01,34,2017-12-03
5,2017-11-01,34,2017-12-04
5,2017-11-01,32,2017-12-01
5,2017-11-01,34,2017-12-02
5,2017-11-01,36,2017-12-03
5,2017-11-01,36,2017-12-04
5,2017-11-01,35,2017-12-05
5,2017-11-01,37,2017-12-06
5,2017-11-06,16,2017-11-17
5,2017-11-06,17,2017-11-18
5,2017-11-06,14,2017-11-17
5,2017-11-06,17,2017-11-18
4,2017-10-27,8,2017-11-01
4,2017-10-27,6,2017-11-02
5,2017-10-27,9,2017-11-02
5,2017-10-27,10,2017-11-03
5,2017-10-27,11,2017-11-04
5,2017-10-27,6,2017-11-02
5,2017-10-27,11,2017-11-03
5,2017-10-27,10,2017-11-04
5,2017-10-29,2,2017-10-31
4,2017-10-21,11,2017-10-30
4,2017-10-21,10,2017-10-31
5,2017-10-22,5,2017-10-27
5,2017-10-22,10,2017-10-28
3,2017-10-22,15,2017-11-03
3,2017-10-22,13,2017-11-04
4,2017-10-22,16,2017-11-04
4,2017-10-22,15,2017-11-05
5,2017-10-23,8,2017-10-27
5,2017-10-23,7,2017-10-28
5,2017-10-24,6,2017-10-27
5,2017-10-24,4,2017-10-28
4,2017-10-15,13,2017-10-26
4,2017-10-15,13,2017-10-27
4,2017-10-15,14,2017-10-28
4,2017-10-15,19,2017-10-29
5,2017-10-16,20,2017-11-03
5,2017-10-16,20,2017-11-04
5,2017-10-16,22,2017-11-05
5,2017-10-17,4,2017-10-17
4,2017-10-17,9,2017-10-21
4,2017-10-17,5,2017-10-22
5,2017-10-18,8,2017-10-22
5,2017-10-18,8,2017-10-22
5,2017-10-19,5,2017-10-21
5,2017-10-19,8,2017-10-22
4,2017-10-21,20,2017-11-05
4,2017-10-21,16,2017-11-06
4,2017-10-06,24,2017-10-28
4,2017-10-09,11,2017-10-20
4,2017-10-09,15,2017-10-21
4,2017-10-09,17,2017-10-22
4,2017-10-09,19,2017-10-27
4,2017-10-09,21,2017-10-28
4,2017-10-09,20,2017-10-29
4,2017-10-10,26,2017-11-05
5,2017-10-10,0,2017-10-10
5,2017-10-10,2,2017-10-10
4,2017-10-10,16,2017-10-21
4,2017-10-11,6,2017-10-13
5,2017-10-11,18,2017-10-28
5,2017-10-11,22,2017-10-29
5,2017-10-11,21,2017-10-30
5,2017-10-11,24,2017-10-31
5,2017-10-11,22,2017-11-01
5,2017-10-11,24,2017-11-02
5,2017-10-11,25,2017-11-03
4,2017-10-12,23,2017-11-04
4,2017-10-12,26,2017-11-05
4,2017-10-13,7,2017-10-20
4,2017-10-13,10,2017-10-21
4,2017-10-13,13,2017-10-22
4,2017-10-13,10,2017-10-23
4,2017-10-13,13,2017-10-24
4,2017-09-28,19,2017-10-14
5,2017-10-04,10,2017-10-09
5,2017-10-04,8,2017-10-10
3,2017-10-05,7,2017-10-10
3,2017-10-05,9,2017-10-11
3,2017-10-05,7,2017-10-12
3,2017-10-05,10,2017-10-13
3,2017-10-05,12,2017-10-14
5,2017-10-05,29,2017-11-03
5,2017-09-21,27,2017-10-13
5,2017-09-21,26,2017-10-14
5,2017-09-26,33,2017-10-24
5,2017-09-26,29,2017-10-25
5,2017-09-27,11,2017-10-08
5,2017-09-27,16,2017-10-09
5,2017-09-27,13,2017-10-10
5,2017-09-18,23,2017-10-08
5,2017-09-18,24,2017-10-09
5,2017-09-18,27,2017-10-10
5,2017-09-20,26,2017-10-13
5,2017-09-20,24,2017-10-14
5,2017-09-20,26,2017-10-15
3,2017-09-13,33,2017-10-11
3,2017-09-13,31,2017-10-12
4,2017-09-14,33,2017-10-14
5,2017-09-15,27,2017-10-11
5,2017-09-15,27,2017-10-12
5,2017-09-15,29,2017-10-13
5,2017-09-15,32,2017-10-14
4,2017-09-12,30,2017-10-08
4,2017-09-12,31,2017-10-09
4,2017-09-12,31,2017-10-10
4,2017-09-12,30,2017-10-11
4,2017-09-12,34,2017-10-12
4,2017-09-12,36,2017-10-13
4,2017-09-12,35,2017-10-14
4,2017-09-12,33,2017-10-15
16,2018-03-08,4,2018-03-08
27,2018-02-23,5,2018-02-23
4,2018-08-30,1,2018-08-30
7,2018-07-18,10,2018-07-25
6,2018-08-21,1,2018-08-22
6,2018-06-02,9,2018-06-10
6,2018-06-02,9,2018-06-11
6,2018-06-02,15,2018-06-12
6,2018-06-02,16,2018-06-13
6,2018-06-02,14,2018-06-14
6,2018-06-02,14,2018-06-15
6,2018-06-02,17,2018-06-16
6,2018-06-02,20,2018-06-17
4,2018-05-29,3,2018-05-30
7,2018-04-03,6,2018-04-04
16,2018-03-08,5,2018-03-08
11,2018-01-30,5,2018-01-30
11,2018-01-30,1,2018-01-31
11,2018-01-10,29,2018-02-08
11,2018-01-10,30,2018-02-09
11,2018-01-10,36,2018-02-10
11,2018-01-10,34,2018-02-11
11,2018-01-10,35,2018-02-12
11,2018-01-10,34,2018-02-13
11,2018-01-10,37,2018-02-14
15,2018-03-08,1,2018-03-08
15,2018-03-08,3,2018-03-09
13,2018-01-14,24,2018-02-06
13,2018-01-14,29,2018-02-07
13,2018-01-14,30,2018-02-08
13,2018-01-14,30,2018-02-09
13,2018-01-14,27,2018-02-10
20,2018-01-21,18,2018-02-03
6,2018-06-18,30,2018-07-16
6,2018-06-18,31,2018-07-17
6,2018-06-18,31,2018-07-18
6,2018-06-18,32,2018-07-19
6,2018-06-18,35,2018-07-20
6,2018-06-18,37,2018-07-21
6,2018-06-18,39,2018-07-22
6,2018-06-18,35,2018-07-23
6,2018-06-18,36,2018-07-24
6,2018-06-18,39,2018-07-25
6,2018-06-18,43,2018-07-26
6,2018-06-18,44,2018-07-27
6,2018-06-18,42,2018-07-28
6,2018-06-18,46,2018-07-29
4,2018-05-30,2,2018-05-31
4,2018-05-30,4,2018-06-01
7,2018-04-03,1,2018-04-04
18,2018-03-05,5,2018-03-08
18,2018-03-05,5,2018-03-09
18,2018-03-05,8,2018-03-10
21,2018-02-08,5,2018-02-11
21,2018-02-08,6,2018-02-12
21,2018-02-08,9,2018-02-13
21,2018-02-08,6,2018-02-14
21,2018-02-08,11,2018-02-15
6,2018-06-28,3,2018-06-28
6,2018-06-28,4,2018-06-29
6,2018-06-28,7,2018-06-30
5,2018-07-03,5,2018-07-04
5,2018-07-03,2,2018-07-05
5,2018-07-03,3,2018-07-06
5,2018-05-24,4,2018-05-24
4,2018-05-19,5,2018-05-22
7,2018-09-26,3,2018-09-26
6,2018-08-23,7,2018-08-25
6,2018-08-23,4,2018-08-26
6,2018-08-27,4,2018-08-27
6,2018-08-27,1,2018-08-28
6,2018-08-27,11,2018-09-02
5,2018-09-07,5,2018-09-07
5,2018-09-07,2,2018-09-08
5,2018-09-07,7,2018-09-09
5,2018-09-07,4,2018-09-10
5,2018-09-07,6,2018-09-11
21,2018-01-29,2,2018-01-31
21,2018-01-29,3,2018-02-01
21,2018-01-29,5,2018-02-02
21,2018-01-29,6,2018-02-03
18,2018-02-06,8,2018-02-09
18,2018-02-06,4,2018-02-10
18,2018-02-06,7,2018-02-11
18,2018-03-05,3,2018-03-08
18,2018-03-05,9,2018-03-09
18,2018-03-05,7,2018-03-10
6,2018-05-19,6,2018-05-22
5,2018-06-21,5,2018-06-23
5,2018-06-21,7,2018-06-24
6,2018-06-17,12,2018-06-28
6,2018-06-17,17,2018-06-29
6,2018-06-17,17,2018-06-30
6,2018-06-17,18,2018-07-01
6,2018-06-17,19,2018-07-02
6,2018-06-17,16,2018-07-03
6,2018-06-17,17,2018-07-04
6,2018-06-17,19,2018-07-05
6,2018-06-17,19,2018-07-06
6,2018-06-17,22,2018-07-07
6,2018-06-17,21,2018-07-08
6,2018-06-17,27,2018-07-09
6,2018-06-17,25,2018-07-10
6,2018-06-17,28,2018-07-11
6,2018-06-17,27,2018-07-12
6,2018-06-17,30,2018-07-13
6,2018-06-17,29,2018-07-14
6,2018-06-17,31,2018-07-15
5,2018-08-23,5,2018-08-25
5,2018-08-23,7,2018-08-26
32,2018-02-08,5,2018-02-08
32,2018-02-08,4,2018-02-09
32,2018-02-08,3,2018-02-10
11,2018-02-26,23,2018-03-16
11,2018-02-26,20,2018-03-17
11,2018-02-26,25,2018-03-18
11,2018-02-26,25,2018-03-19
25,2018-02-24,5,2018-02-24
4,2018-04-24,4,2018-04-28
7,2018-05-21,34,2018-06-20
7,2018-06-05,20,2018-06-23
7,2018-06-05,24,2018-06-24
7,2018-06-05,23,2018-06-25
6,2018-09-14,6,2018-09-19
6,2018-09-14,11,2018-09-20
21,2018-01-25,14,2018-02-07
21,2018-01-25,17,2018-02-08
21,2018-01-25,18,2018-02-09
21,2018-01-25,17,2018-02-10
20,2018-02-23,5,2018-02-23
20,2018-02-23,4,2018-02-24
